ID;DES_FUNDAMENTO;DES_EMENTA
515;Artigo 40, ? 1§, inciso I, in fine, e ? 3§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98 e artigo 18, ? 5§, da Lei Complementar n§ 769/08, combinados com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03;Aposentadoria por invalidez qualificada, decorrente de mol‚stia profissional ou doen‡as graves, contagiosas ou incur veis. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementado
516;Artigo 40, ? 1§, inciso I, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12;EC n§ 70/12. Aposentadoria por invalidez n?o qualificada. Proventos proporcionais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03.
517;Artigo 40, ? 1§, inciso I, in fine, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 6§-A da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12, e 212 da Lei n§ 8.112/90.;EC n§ 70/12. Aposentadoria por invalidez de servidor da PCDF decorrente de acidente em servi‡o. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03.
518;Artigo 40, ? 1§, inciso I, in fine, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 6§-A da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12, e 18, ?? 2§ e 3§, da Lei Complementar n§ 769/0;EC n§ 70/12. Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03.
519;Artigo 40, ? 1§, inciso I, in fine, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12, e o artigo 186, inciso I, ? 1§, da Lei n§ 8.112/;EC n§ 70/12. Aposentadoria por invalidez qualificada de servidor da PCDF decorrente de mol‚stia profissional ou doen‡a grave, contagiosa ou incur vel. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12
520;Artigo 40, ? 1§, inciso I, in fine, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12, e o artigo 18, ? 5§, da Lei Complementar n§ 769/;EC n§ 70/12. Aposentadoria por invalidez qualificada decorrente de mol‚stia profissional ou doen‡a grave, contagiosa ou incur vel. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos impl
521;Artigo 6§-A, par grafo £nico, da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12, e artigo 2§ da Emenda Constitucional n§ 70/12;EC n§ 70/12. Revis?o de pens?o civil institu¡da por servidor aposentado por invalidez, falecido antes do in¡cio de vigˆncia da EC n§ 70/12. Ingresso no servi‡o p£blico at‚ 31/12/03. C lculo do benef¡cio considerando o valor da pens?o apurado na data do ¢b
522;Artigos 7§, caput, da Lei n§ 3.765/60, 71 da Lei n§ 6.023/74, 112, caput, e 141 da Lei n§ 7.289/84.;Pens?o militar a benefici rios de policial militar exclu¡do da Corpora‡?o a bem da disciplina (morte ficta). Concess?o anterior ao advento da MP n§ 2.218/01.
523;Artigo 40, ?? 3§, 4§, inciso III, 8§ e 17, da CRFB, na reda‡?o das Emendas Constitucionais n§ 41/03 e n§ 47/05, artigos 46 e 51 da Lei Complementar n§ 769/08 e artigo 57 da Lei n§ 8.213/91;EC n§ 47/05. Aposentadoria de servidor que implementou o requisito m¡nimo de 25 anos em atividade especial, nos termos da Decis?o TCDF n§ 6611/10, adotada no Processo n§ 10623/10. Aplica‡?o subsidi ria da Lei n§ 8.213/91. C lculo dos proventos pela m‚dia,
524;Artigos 5§, inciso IV, e 12, da Lei n§ 5.538/68;Aposentadoria especial de Conselheiro e Auditor do TCDF
525;Artigo 184, inciso III, da Lei n§ 1.711/52;As mesmas vantagens previstas no art. 184, inciso II, da Lei n§ 1.711/52, para o ocupante de cargo isolado que tenha permanecido nesse cargo durante trˆs anos.
526;Artigos 3§ e 5§ da Lei n§ 3.373/58.;Inclus?o tardia de pensionista cujo ¢bito do instituidor ocorreu na vigˆncia da Lei n§ 3.373/58
527;"""Artigo 5§, inciso I, al¡nea 'a"""", da Lei n§ 3.373/58""";Esposa, exceto a desquitada que n?o receba pens?o de alimentos. Benefici ria de servidor falecido antes da entrada em vigor da Lei n§ 8.112/90.
528;"""Artigo 5§, inciso I, al¡nea """"b"""", da Lei n§ 3.373/58""";Marido inv lido. Benefici rio de servidora falecida antes da entrada em vigor da Lei n§ 8.112/90.
529;Artigos 87, inciso II, 94, inciso II, 96, inciso VI, e 99, inciso II, da Lei n§ 7.289/84, c/c o artigo 20, ? 1§, inciso II, e ? 4§, e 25 da Lei n§ 10.486/02.;Incapacidade definitiva de pra‡a sem estabilidade assegurada (menos de 10 anos de efetivo exerc¡cio), decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar considerado inv lido para todo e qualquer
530;Artigos 88, inciso II, 95, inciso II, 97, inciso VI, e 100, inciso II, da Lei n§ 7.479/86, c/c o artigo 20, ? 1§, inciso II, e ? 4§, e 25 da Lei n§ 10.486/02.;Incapacidade definitiva de pra‡a sem estabilidade assegurada (menos de 10 anos de efetivo exerc¡cio), decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar consider do inv lido para todo e qualquer
531;Artigo 7§, inciso IV, da Lei n§ 3.765/60;M?e vi£va, solteira ou desquitada.
532;Artigo 7§, inciso IV, da Lei n§ 3.765/60;M?e, mesmo que casada … data do ¢bito do militar. S£mula n§ 41.
533;Artigo 7§, inciso IV, da Lei n§ 3.765/60;Pai inv lido ou interdito.
534;Artigo 7§, inciso IV, da Lei n§ 3.765/60;Pai maior de 60 anos. S£mula n§ 41.
535;Artigo 40, ? 7§, inciso I, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com o par grafo £nico do artigo 6§-A da Emenda Constitucional n§ 41/03, com a reda‡?o dada pela Emenda Constitucional n§ 70/12, e artigos 29, inciso I e;EC n§ 70/12. Pens?o civil institu¡da por servidor inativo aposentado por invalidez, falecido ap¢s o in¡cio de vigˆncia da EC n§ 70/12 (30/03/2012). Ingresso no servi‡o p£blico at‚ 31/12/03. C lculo do benef¡cio com base na £ltima remunera‡?o do instituido
536;Artigo 12, ? 4§, da Lei Complementar n§ 769/08, inclu¡do pela Lei n§ 818/09.;Companheiro(a) homoafetivo(a) com uni?o est vel
537;Artigo 40, ? 7§, inciso I, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com o par grafo £nico do artigo 6§-A da Emenda Constitucional n§ 41/03, com a reda‡?o dada pela Emenda Constitucional n§ 70/12.;EC n§ 70/12. Pens?o civil institu¡da por servidor da PCDF inativo aposentado por invalidez, falecido ap¢s o in¡cio de vigˆncia da EC n§ 70/12 (30/03/2012). Ingresso no servi‡o p£blico at‚ 31/12/03. C lculo do benef¡cio com base na £ltima remunera‡?o do in
538;Artigos 215, 221, inciso I, e 224 da Lei n§ 8.112/90;Pens?o provis¢ria. Instituidor declarado ausente mediante decis?o judicial. C lculo pelo valor total da £ltima remunera‡?o/proventos. Paridade.
539;Artigo 221, par grafo £nico, da Lei n§ 8.112/90;Convers?o de pens?o provis¢ria em pens?o vital¡cia ou tempor ria, institu¡da por servidor considerado falecido presumidamente.
540;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso I, 30, 31 e 51, par grafo £nico, da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida de servidor aposentado, que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡cios do
541;Artigo 31, ? 1§, da Lei Complementar n§ 769/08;Convers?o da pens?o provis¢ria em vital¡cia ou tempor ria, institu¡da por servidor considerado falecido presumidamente na vigˆncia da Lei Complementar n§ 769/08.
542;Artigo 6§-A, par grafo £nico, da Emenda Constitucional n§ 41/03, inclu¡do pela Emenda Constitucional n§ 70/12 combinado com o artigo 2§ da Emenda Constitucional n§ 70/12;EC n§ 70/12. Revis?o de proventos de servidor aposentado por invalidez, inativado a partir de 01/01/2004. Ingresso no servi‡o p£blico at‚ 31/12/03. Proventos calculados com base na £ltima remunera‡?o. Paridade.
543;Artigos 215, 221, inciso II, e 224 da Lei n§ 8.112/90;Pens?o provis¢ria. Instituidor desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor total da £ltima remunera‡?o/proventos. Paridade.
544;Artigos 215, 221, inciso III, e 224 da Lei n§ 8.112/90;Pens?o provis¢ria. Instituidor desaparecido no desempenho das atribui‡?es do cargo ou em miss?o de seguran‡a. C lculo pelo valor total da £ltima remunera‡?o/proventos. Paridade.
545;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o art. 221, inciso I, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor aposentado, que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05 , declarado ausente mediante decis?o judicial. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao li
546;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o art. 221, inciso I, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05, declarado ausente mediante decis?o judicial. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite
547;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o art. 221, inciso II, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor aposentado, que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05 , desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor do £ltimo
548;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o art. 221, inciso II, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05, desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor da £ltima remuner
549;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o art. 221, inciso III, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05, desaparecido no desempenho das atribui‡?es do cargo ou em miss?o de seguran‡a. C lculo pelo valor da £ltima remunera‡?o, com glosa d
550;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso II, 30, 31 e 51, par grafo £nico, da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida de servidor ativo que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡cios do re
551;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e 221, inciso I, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor aposentado que reunia os requisitos estabelecidos no art. 3§ da EC 47/05 , declarado ausente mediante decis?o judicial. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite
552;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A, par grafo £nico, da Emenda Constitucional n§ 41/03, incluso pela Emenda Constitucional n§ 70/12, e com o artigo 221, inciso I, da Lei n§ 8.112/9;EC n§ 70/12. Pens?o provis¢ria por morte presumida de servidor da PCDF aposentado por invalidez , declarado ausente mediante decis?o judicial. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os
553;Artigo 40, ? 7§, inciso II, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e 221, inciso I, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que reunia os requisitos estabelecidos no art. 3§ da EC 47/05, declarado ausente mediante decis?o judicial. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m x
554;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e 221, inciso II, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor aposentado que reunia os requisitos estabelecidos no art. 3§ da EC 47/05 , desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor do £ltimo prove
555;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A, par grafo £nico, da Emenda Constitucional n§ 41/03, incluso pela Emenda Constitucional n§ 70/12, e com o artigo 221, inciso II, da Lei n§ 8.112/;EC n§ 70/12. Pens?o provis¢ria por morte presumida de servidor da PCDF aposentado por invalidez, desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor do £ltimo provento, com glosa de 30% do val
556;Artigo 40, ? 7§, inciso II, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e com o artigo 221, inciso II, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que reunia os requisitos estabelecidos no art. 3§ da EC 47/05, desaparecido em desabamento, inunda‡?o, incˆndio ou acidente n?o caracterizado como em servi‡o. C lculo pelo valor da £ltima remunera‡?o
557;Artigo 40, ? 7§, inciso II, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e artigos 29, inciso II, e 30, da Lei Complementar n§ 769/08;Pens?o institu¡da por servidor ativo falecido na vigˆncia da LC 769/08 que reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef
558;Artigo 40, ? 7§, inciso II, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e 221, inciso III, da Lei n§ 8.112/90;Pens?o provis¢ria por morte presumida de servidor ativo que reunia os requisitos estabelecidos no art. 3§ da EC 47/05, desaparecido no desempenho das atribui‡?es do cargo ou em miss?o de seguran‡a. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30
559;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o artigo 6§-A, par grafo £nico, da Emenda Constitucional n§ 41/03, incluso pela Emenda Constitucional n§ 70/12, e com os artigos 29, inciso I, 30-B e 31 da Lei;EC n§ 70/12. Pens?o provis¢ria por morte presumida de servidor aposentado por invalidez. Ingresso no servi‡o p£blico at‚ 31/12/03. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡cios
560;Artigo 40, ? 7§, inciso I, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional § 47/05 e 29, inciso I e 30-B da Lei Complementar n§ 769/08;Pens?o civil na vigˆncia da LC n§ 769/08, alterada pela LC n§ 840/11, institu¡da por servidor falecido na inatividade, que reunia os requisitos estabelecidos no art. 3§ da EC n§ 47/05. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor exced
561;Artigo 40, ? 7§, inciso II, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional § 47/05 e 29, inciso II e 30-B da Lei Complementar n§ 769/08;Pens?o civil na vigˆncia da LC n§ 769/08, alterada pela LC n§ 840/11, institu¡da por servidor falecido na atividade, que reunia os requisitos estabelecidos no art. 3§ da EC n§ 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor exce
562;Artigo 40, ? 7§, inciso I, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05 e artigos 29, inciso I, e 30, da Lei Complementar n§ 769/08;Pens?o institu¡da por servidor aposentado que faleceu na vigˆncia da LC 769/08 e reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os
